PokeDatabaseId,PokemonId,PokemonName,PokedexId,ClassificationId,AlternateFormName,OriginalPokemonId,LegendaryType,PokemonHeight,PokemonWeight,PrimaryTypeId,SecondaryTypeId,PrimaryAbilityId,SecondaryAbilityId,HiddenAbilityId,SpecialEventAbilityId,MaleRatio,FemaleRatio,BaseHappiness,GameOfOriginId,PrimaryEggGroupId,SecondaryEggGroupId,EggCycleCount,PreEvolutionPokemonId,HealthStat,AttackStat,DefenseStat,SpecialAttackStat,SpecialDefenseStat,SpeedStat,BaseStatTotal,HealthEV,AttackEV,DefenseEV,SpecialAttackEV,SpecialDefenseEV,SpeedEV,EVYieldTotal,CatchRate,ExperienceGrowth,ExperienceGrowthTotal,EvolutionDetails
682,839,Watchog,505,380,,,,1.1,27.0,5,,105,118.0,5.0,,50.0,50.0,70,17,6,,20,838.0,60,85,69,60,69,77,420,0,2,0,0,0,0,2,255,Medium Fast,1000000,Level 20
683,840,Lillipup,506,489,,,,0.4,4.1,5,,289,166.0,203.0,,50.0,50.0,50,17,6,,15,,45,60,45,25,45,55,275,0,1,0,0,0,0,1,255,Medium Slow,1059860,
684,841,Herdier,507,383,,,,0.9,14.7,5,,113,205.0,211.0,,50.0,50.0,50,17,6,,15,840.0,65,80,65,35,65,60,370,0,2,0,0,0,0,2,120,Medium Slow,1059860,Level 16
685,842,Stoutland,508,59,,,,1.2,61.0,5,,113,205.0,211.0,,50.0,50.0,50,17,6,,15,841.0,85,110,90,45,90,80,500,0,3,0,0,0,0,3,45,Medium Slow,1059860,Level 32
686,843,Purrloin,509,167,,,,0.4,10.1,15,,125,284.0,176.0,,50.0,50.0,50,17,6,,20,,41,50,37,50,37,66,281,0,0,0,0,0,1,1,255,Medium Fast,1000000,
687,844,Liepard,510,151,,,,1.1,37.5,15,,125,284.0,176.0,,50.0,50.0,50,17,6,,20,843.0,64,88,50,88,50,106,446,0,0,0,0,0,2,2,90,Medium Fast,1000000,Level 20
688,845,Pansage,511,275,,,,0.6,10.5,4,,80,,160.0,,87.5,12.5,70,17,6,,20,,50,53,48,53,48,64,316,0,0,0,0,0,1,1,190,Medium Fast,1000000,
689,846,Simisage,512,644,,,,1.1,30.5,4,,80,,160.0,,87.5,12.5,70,17,6,,20,845.0,75,98,63,98,63,101,498,0,0,0,0,0,2,2,75,Medium Fast,1000000,Leaf Stone
690,847,Pansear,513,302,,,,0.6,11.0,13,,80,,23.0,,87.5,12.5,70,17,6,,20,,50,53,48,53,48,64,316,0,0,0,0,0,1,1,190,Medium Fast,1000000,
691,848,Simisear,514,204,,,,1.0,28.0,13,,80,,23.0,,87.5,12.5,70,17,6,,20,847.0,75,98,63,98,63,101,498,0,0,0,0,0,2,2,75,Medium Fast,1000000,Fire Stone
692,849,Panpour,515,607,,,,0.6,13.5,2,,80,,273.0,,87.5,12.5,70,17,6,,20,,50,53,48,53,48,64,316,0,0,0,0,0,1,1,190,Medium Fast,1000000,
693,850,Simipour,516,265,,,,1.0,29.0,2,,80,,273.0,,87.5,12.5,70,17,6,,20,849.0,75,98,63,98,63,101,498,0,0,0,0,0,2,2,75,Medium Fast,1000000,Water Stone
694,851,Munna,517,185,,,,0.6,23.3,9,,73,260.0,265.0,,50.0,50.0,50,17,6,,10,,76,25,45,67,55,24,292,1,0,0,0,0,0,1,190,Fast,800000,
695,852,Musharna,518,187,,,,1.1,60.5,9,,73,260.0,265.0,,50.0,50.0,50,17,6,,10,851.0,116,55,85,107,95,29,487,2,0,0,0,0,0,2,75,Fast,800000,Moon Stone
696,853,Pidove,519,657,,,,0.3,2.1,5,16.0,22,251.0,198.0,,50.0,50.0,50,17,7,,15,,50,55,50,36,30,43,264,0,1,0,0,0,0,1,255,Medium Slow,1059860,
697,854,Tranquill,520,711,,,,0.6,15.0,5,16.0,22,251.0,198.0,,50.0,50.0,50,17,7,,15,853.0,62,77,62,50,42,65,358,0,2,0,0,0,0,2,120,Medium Slow,1059860,Level 21
698,855,Unfezant,521,483,,,,1.2,29.0,5,16.0,22,251.0,198.0,,50.0,50.0,50,17,7,,15,854.0,80,115,80,65,55,93,488,0,3,0,0,0,0,3,45,Medium Slow,1059860,Level 32
699,856,Blitzle,522,196,,,,0.8,29.8,3,,124,145.0,209.0,,50.0,50.0,70,17,6,,20,,45,60,32,50,32,76,295,0,0,0,0,0,1,1,190,Medium Fast,1000000,
700,857,Zebstrika,523,649,,,,1.6,79.5,3,,124,145.0,209.0,,50.0,50.0,70,17,6,,20,856.0,75,100,63,80,63,116,497,0,0,0,0,0,2,2,75,Medium Fast,1000000,Level 27
701,858,Roggenrola,524,394,,,,0.4,18.0,8,,249,296.0,204.0,,50.0,50.0,50,17,10,,15,,55,75,85,25,25,15,280,0,0,1,0,0,0,1,255,Medium Slow,1059860,
702,859,Boldore,525,441,,,,0.9,102.0,8,,249,296.0,204.0,,50.0,50.0,50,17,10,,15,858.0,70,105,105,50,40,20,390,0,1,1,0,0,0,2,120,Medium Slow,1059860,Level 25
703,860,Gigalith,526,137,,,,1.7,260.0,8,,249,207.0,204.0,,50.0,50.0,50,17,10,,15,859.0,85,135,130,60,80,25,515,0,3,0,0,0,0,3,45,Medium Slow,1059860,
704,861,Woobat,527,40,,,,0.4,2.1,9,16.0,283,119.0,223.0,,50.0,50.0,50,17,6,7.0,15,,65,45,43,55,43,72,323,0,0,0,0,0,1,1,190,Medium Fast,1000000,
705,862,Swoobat,528,148,,,,0.9,10.5,9,16.0,283,119.0,223.0,,50.0,50.0,50,17,6,7.0,15,861.0,67,57,55,77,55,114,425,0,0,0,0,0,2,2,45,Medium Fast,1000000,
706,863,Drilbur,529,416,,,,0.3,8.5,6,,205,204.0,143.0,,50.0,50.0,50,17,6,,20,,60,85,40,30,45,68,328,0,1,0,0,0,0,1,120,Medium Fast,1000000,
707,864,Excadrill,530,624,,,,0.7,40.4,6,11.0,205,204.0,143.0,,50.0,50.0,50,17,6,,20,863.0,110,135,60,50,65,88,508,0,2,0,0,0,0,2,60,Medium Fast,1000000,Level 31
708,865,Audino,531,294,,,,1.1,31.0,5,,92,196.0,119.0,,50.0,50.0,50,17,5,,20,,103,60,86,60,86,50,445,2,0,0,0,0,0,2,255,Fast,800000,
709,1563,Audino,531,294,Mega,865.0,,1.5,32.0,5,10.0,92,,,,50.0,50.0,70,4,5,,20,,103,60,126,80,126,50,545,2,0,0,0,0,0,2,255,Fast,800000,
710,866,Timburr,532,425,,,,0.6,12.5,14,,89,219.0,116.0,,75.0,25.0,70,17,9,,20,,75,80,55,25,35,35,305,0,1,0,0,0,0,1,180,Medium Slow,1059860,
711,867,Gurdurr,533,425,,,,1.2,40.0,14,,89,219.0,116.0,,75.0,25.0,50,17,9,,20,866.0,85,105,85,40,50,40,405,0,2,0,0,0,0,2,90,Medium Slow,1059860,Level 25
712,868,Conkeldurr,534,425,,,,1.4,87.0,14,,89,219.0,116.0,,75.0,25.0,50,17,9,,20,867.0,105,140,95,55,65,45,505,0,3,0,0,0,0,3,45,Medium Slow,1059860,
713,869,Tympole,535,637,,,,0.5,4.5,2,,257,100.0,292.0,,50.0,50.0,50,17,13,,20,,50,50,40,50,40,64,294,0,0,0,0,0,1,1,255,Medium Slow,1059860,
714,870,Palpitoad,536,688,,,,0.8,17.0,2,6.0,257,100.0,292.0,,50.0,50.0,50,17,13,,20,869.0,75,65,55,65,55,69,384,2,0,0,0,0,0,2,120,Medium Slow,1059860,Level 25
715,871,Seismitoad,537,688,,,,1.5,62.0,2,6.0,257,172.0,292.0,,50.0,50.0,50,17,13,,20,870.0,105,95,75,85,75,74,509,3,0,0,0,0,0,3,45,Medium Slow,1059860,Level 36
716,872,Throh,538,339,,,,1.3,55.5,14,,89,111.0,143.0,,100.0,0.0,50,17,9,,20,,120,100,85,30,85,45,465,2,0,0,0,0,0,2,45,Medium Fast,1000000,
717,873,Sawk,539,342,,,,1.4,41.0,14,,249,111.0,143.0,,100.0,0.0,50,17,9,,20,,75,125,75,30,75,85,465,0,2,0,0,0,0,2,45,Medium Fast,1000000,
718,874,Sewaddle,540,557,,,,0.3,2.5,18,4.0,255,27.0,159.0,,50.0,50.0,70,17,2,,15,,45,53,70,40,60,42,310,0,0,1,0,0,0,1,255,Medium Slow,1059860,
719,875,Swadloon,541,360,,,,0.5,7.3,18,4.0,120,27.0,159.0,,50.0,50.0,70,17,2,,15,874.0,55,63,90,50,80,42,380,0,0,2,0,0,0,2,120,Medium Slow,1059860,Level 20
720,876,Leavanny,542,435,,,,1.2,20.5,18,4.0,255,27.0,159.0,,50.0,50.0,70,17,2,,15,875.0,75,103,80,70,80,92,500,0,3,0,0,0,0,3,45,Medium Slow,1059860,
721,877,Venipede,543,110,,,,0.4,5.3,18,7.0,170,255.0,234.0,,50.0,50.0,50,17,2,,15,,30,45,59,30,39,57,260,0,0,1,0,0,0,1,255,Medium Slow,1059860,
722,878,Whirlipede,544,153,,,,1.2,58.5,18,7.0,170,255.0,234.0,,50.0,50.0,50,17,2,,15,877.0,40,55,99,40,79,47,360,0,0,2,0,0,0,2,120,Medium Slow,1059860,Level 22
723,879,Scolipede,545,401,,,,2.5,200.5,18,7.0,170,255.0,234.0,,50.0,50.0,50,17,2,,20,878.0,60,100,89,55,69,112,485,0,0,0,0,0,3,3,45,Medium Slow,1059860,Level 30
724,880,Cottonee,546,145,,,,0.3,0.6,4,10.0,176,109.0,27.0,,50.0,50.0,50,17,8,5.0,20,,40,27,60,37,50,66,280,0,0,0,0,0,1,1,190,Medium Fast,1000000,
725,881,Whimsicott,547,715,,,,0.7,6.6,4,10.0,176,109.0,27.0,,50.0,50.0,50,17,8,5.0,20,880.0,60,67,85,77,75,116,480,0,0,0,0,0,2,2,75,Medium Fast,1000000,Sun Stone
726,882,Petilil,548,93,,,,0.5,6.6,4,,27,161.0,120.0,,0.0,100.0,50,17,8,,20,,45,35,50,70,50,30,280,0,0,0,1,0,0,1,190,Medium Fast,1000000,
727,883,Lilligant,549,239,,,,1.1,16.3,4,,27,161.0,120.0,,0.0,100.0,50,17,8,,20,882.0,70,60,75,110,75,90,480,0,0,0,2,0,0,2,75,Medium Fast,1000000,Sun Stone
728,1640,Lilligant,549,600,Hisui,883.0,,1.2,19.2,4,14.0,27,99.0,120.0,,0.0,100.0,50,18,8,,20,882.0,70,105,75,50,75,105,480,0,1,0,0,0,1,2,135,Medium Fast,1000000,Sun Stone in Hisui
729,1640,Lilligant,549,600,Hisui,883.0,,1.2,19.2,4,14.0,27,99.0,120.0,,0.0,100.0,50,18,8,,20,882.0,70,105,75,50,75,105,480,0,1,0,0,0,1,2,135,Medium Fast,1000000,
730,885,Basculin,550,306,,,,1.0,18.0,2,,194,1.0,143.0,,50.0,50.0,50,17,14,,40,,70,92,65,80,55,98,460,0,0,0,0,0,2,2,25,Medium Fast,1000000,
731,1623,Basculin,550,403,White-Striped,885.0,,1.0,18.0,2,,192,1.0,143.0,,50.0,50.0,50,18,14,,40,,70,92,65,80,55,98,460,0,0,0,0,0,1,1,235,Medium Fast,1000000,
732,1414,Basculin,550,306,Blue-Striped,885.0,,1.0,18.0,2,,200,1.0,143.0,,50.0,50.0,50,17,14,,40,,70,92,65,80,55,98,460,0,0,0,0,0,2,2,25,Medium Fast,1000000,
733,886,Sandile,551,164,,,,0.7,15.2,6,15.0,113,146.0,6.0,,50.0,50.0,50,17,6,,20,,50,72,35,35,35,65,292,0,1,0,0,0,0,1,180,Medium Slow,1059860,
734,887,Krokorok,552,164,,,,1.0,33.4,6,15.0,113,146.0,6.0,,50.0,50.0,50,17,6,,20,886.0,60,82,45,45,45,74,351,0,2,0,0,0,0,2,90,Medium Slow,1059860,Level 29
735,888,Krookodile,553,322,,,,1.5,96.3,6,15.0,113,146.0,6.0,,50.0,50.0,50,17,6,,20,887.0,95,117,80,65,70,92,519,0,3,0,0,0,0,3,45,Medium Slow,1059860,Level 40
736,889,Darumaka,554,728,,,,0.6,37.5,13,,99,,111.0,,50.0,50.0,50,17,6,,20,,70,90,45,15,45,50,315,0,1,0,0,0,0,1,120,Medium Slow,1059860,
737,1557,Darumaka,554,728,Galar,889.0,,0.7,40.0,1,,99,,111.0,,50.0,50.0,50,5,6,,20,,70,90,45,15,45,50,315,0,1,0,0,0,0,1,120,Medium Slow,1059860,
738,890,Darmanitan,555,69,,,,1.3,92.9,13,,219,,304.0,,50.0,50.0,50,17,6,,20,889.0,105,140,55,30,55,95,480,0,2,0,0,0,0,2,60,Medium Slow,1059860,Level 35
739,1554,Darmanitan,555,69,Zen,890.0,,1.3,92.9,13,9.0,304,,,,50.0,50.0,50,17,6,,20,,105,30,105,140,105,55,540,0,0,0,2,0,0,2,60,Medium Slow,1059860,
740,1555,Darmanitan,555,728,Galar,890.0,,1.7,120.0,1,,83,,304.0,,50.0,50.0,50,5,6,,20,1557.0,105,140,55,30,55,95,480,0,2,0,0,0,0,2,60,Medium Slow,1059860,Ice Stone
741,1556,Darmanitan,555,728,Galar Zen,890.0,,1.7,120.0,1,13.0,304,,,,50.0,50.0,50,5,6,,20,,105,160,55,30,55,135,540,0,0,0,2,0,0,2,60,Medium Slow,1059860,
742,891,Maractus,556,96,,,,1.0,28.0,4,,292,27.0,247.0,,50.0,50.0,50,17,8,,20,,75,86,67,106,67,60,461,0,0,0,2,0,0,2,255,Medium Fast,1000000,
743,892,Dwebble,557,507,,,,0.3,14.5,18,8.0,249,220.0,296.0,,50.0,50.0,50,17,2,10.0,20,,50,65,85,35,35,55,325,0,0,1,0,0,0,1,190,Medium Fast,1000000,
744,893,Crustle,558,615,,,,1.4,200.0,18,8.0,249,220.0,296.0,,50.0,50.0,50,17,2,10.0,20,892.0,70,105,125,65,75,45,485,0,0,2,0,0,0,2,75,Medium Fast,1000000,Level 34
745,894,Scraggy,559,562,,,,0.6,11.8,15,14.0,218,146.0,113.0,,50.0,50.0,35,17,6,4.0,15,,50,75,70,35,70,48,348,0,1,0,0,0,0,1,180,Medium Fast,1000000,
746,914,Scrafty,560,305,,,,1.1,30.0,15,14.0,218,146.0,113.0,,50.0,50.0,50,17,6,4.0,15,894.0,65,90,115,45,115,58,488,0,0,1,0,1,0,2,90,Medium Fast,1000000,Level 39
747,915,Sigilyph,561,27,,,,1.4,14.0,9,16.0,303,131.0,272.0,,50.0,50.0,50,17,7,,20,,72,58,80,103,80,97,490,0,0,0,2,0,0,2,45,Medium Fast,1000000,
748,916,Yamask,562,603,,,,0.5,1.5,17,,149,,,,50.0,50.0,50,17,10,1.0,25,,38,30,85,55,65,30,303,0,0,1,0,0,0,1,190,Medium Fast,1000000,
749,1464,Yamask,562,603,Galar,916.0,,0.5,1.5,6,17.0,291,,,,50.0,50.0,50,5,10,1.0,25,,38,55,85,30,65,30,303,0,0,1,0,0,0,1,190,Medium Fast,1000000,
750,917,Cofagrigus,563,128,,,,1.7,76.5,17,,149,,,,50.0,50.0,50,17,10,1.0,25,916.0,58,50,145,95,105,30,483,0,0,2,0,0,0,2,90,Medium Fast,1000000,Level 34
751,918,Tirtouga,564,482,,,,0.7,16.5,2,8.0,231,249.0,257.0,,87.5,12.5,50,17,13,15.0,30,,54,78,103,53,45,22,355,0,0,1,0,0,0,1,45,Medium Fast,1000000,
752,919,Carracosta,565,482,,,,1.2,81.0,2,8.0,231,249.0,257.0,,87.5,12.5,50,17,13,15.0,30,918.0,74,108,133,83,65,32,495,0,0,2,0,0,0,2,45,Medium Fast,1000000,Level 37
753,920,Archen,566,229,,,,0.5,9.5,8,16.0,48,,,,87.5,12.5,50,17,7,15.0,30,,55,112,45,74,45,70,401,0,1,0,0,0,0,1,45,Medium Fast,1000000,
754,921,Archeops,567,229,,,,1.4,32.0,8,16.0,48,,,,87.5,12.5,50,17,7,15.0,30,920.0,75,140,65,112,65,110,567,0,2,0,0,0,0,2,45,Medium Fast,1000000,Level 37
755,922,Trubbish,568,671,,,,0.6,31.0,7,,245,246.0,3.0,,50.0,50.0,50,17,10,,20,,50,50,62,40,62,65,329,0,0,0,0,0,1,1,190,Medium Fast,1000000,
756,923,Garbodor,569,672,,,,1.9,107.3,7,,245,296.0,3.0,,50.0,50.0,50,17,10,,20,922.0,80,95,82,60,82,75,474,0,2,0,0,0,0,2,60,Medium Fast,1000000,Level 36
757,1551,Garbodor,569,672,Gigantamax,923.0,,21.0,0.0,7,,245,296.0,3.0,,50.0,50.0,50,5,10,,20,,80,95,82,60,82,75,474,0,2,0,0,0,0,2,60,Medium Fast,1000000,
758,939,Zorua,570,673,,,,0.7,12.5,15,,106,,,,87.5,12.5,50,17,6,,25,,40,65,40,80,40,65,330,0,0,0,1,0,0,1,75,Medium Slow,1059860,
759,1617,Zorua,570,604,Hisui,939.0,,0.7,12.5,5,17.0,106,,,,87.5,12.5,50,18,6,,25,,35,60,40,85,40,70,330,0,0,0,1,0,0,1,215,Medium Slow,1059860,
760,940,Zoroark,571,318,,,,1.6,81.1,15,,106,,,,87.5,12.5,50,17,6,,20,939.0,60,105,60,120,60,105,510,0,0,0,2,0,0,2,45,Medium Slow,1059860,Level 30
761,1619,Zoroark,571,36,Hisui,940.0,,1.6,73.0,5,17.0,106,,,,87.5,12.5,50,18,6,,20,1617.0,60,105,60,120,60,105,510,0,0,0,2,0,0,2,115,Medium Slow,1059860,Level 30
762,941,Minccino,572,118,,,,0.4,5.8,5,,42,264.0,224.0,,25.0,75.0,50,17,6,,15,,55,50,40,40,40,75,300,0,0,0,0,0,1,1,255,Fast,800000,
763,942,Cinccino,573,532,,,,0.5,7.5,5,,42,264.0,224.0,,25.0,75.0,50,17,6,,15,941.0,75,95,60,65,60,115,470,0,0,0,0,0,2,2,60,Fast,800000,Shiny Stone
764,943,Gothita,574,232,,,,0.4,5.8,9,,75,33.0,216.0,,25.0,75.0,50,17,9,,20,,45,30,50,55,65,45,290,0,0,0,0,1,0,1,200,Medium Slow,1059860,
765,944,Gothorita,575,392,,,,0.7,18.0,9,,75,33.0,216.0,,25.0,75.0,50,17,9,,20,943.0,60,45,70,75,85,55,390,0,0,0,0,2,0,2,100,Medium Slow,1059860,Level 32
766,945,Gothitelle,576,21,,,,1.5,44.0,9,,75,33.0,216.0,,25.0,75.0,50,17,9,,20,944.0,70,55,95,95,110,65,490,0,0,0,0,3,0,3,50,Medium Slow,1059860,Level 41
767,946,Solosis,577,109,,,,0.3,1.0,9,,159,131.0,196.0,,50.0,50.0,50,17,1,,20,,45,30,40,105,50,20,290,0,0,0,1,0,0,1,200,Medium Slow,1059860,
768,947,Duosion,578,413,,,,0.6,8.0,9,,159,131.0,196.0,,50.0,50.0,50,17,1,,20,946.0,65,40,50,125,60,30,370,0,0,0,2,0,0,2,100,Medium Slow,1059860,Level 32
769,948,Reuniclus,579,424,,,,1.0,20.1,9,,159,131.0,196.0,,50.0,50.0,50,17,1,,20,947.0,110,65,75,125,85,30,490,0,0,0,3,0,0,3,50,Medium Slow,1059860,Level 41
770,950,Ducklett,580,695,,,,0.5,5.5,2,16.0,118,22.0,100.0,,50.0,50.0,70,17,13,7.0,20,,62,44,50,44,50,55,305,1,0,0,0,0,0,1,190,Medium Fast,1000000,
771,951,Swanna,581,705,,,,1.3,24.2,2,16.0,118,22.0,100.0,,50.0,50.0,70,17,13,7.0,20,950.0,75,87,63,87,63,98,473,0,0,0,0,0,2,2,45,Medium Fast,1000000,Level 35
772,952,Vanillite,582,252,,,,0.4,5.7,1,,102,228.0,296.0,,50.0,50.0,50,17,10,,20,,36,50,50,65,60,44,305,0,0,0,1,0,0,1,255,Slow,1250000,
773,953,Vanillish,583,316,,,,1.1,41.0,1,,102,228.0,296.0,,50.0,50.0,50,17,10,,20,952.0,51,65,65,80,75,59,395,0,0,0,2,0,0,2,120,Slow,1250000,Level 35
774,954,Vanilluxe,584,587,,,,1.3,57.5,1,,102,229.0,296.0,,50.0,50.0,50,17,10,,20,953.0,71,95,85,110,95,79,535,0,0,0,3,0,0,3,45,Slow,1250000,Level 47
775,955,Deerling,585,552,,,,0.6,19.5,5,4.0,27,209.0,214.0,,50.0,50.0,50,17,6,,20,,60,60,50,40,50,75,335,0,0,0,0,0,1,1,190,Medium Fast,1000000,
776,1787,Deerling,585,552,Summer,955.0,,0.6,19.5,5,4.0,27,209.0,214.0,,50.0,50.0,50,17,6,,20,,60,60,50,40,50,75,335,0,0,0,0,0,1,1,190,Medium Fast,1000000,
777,1788,Deerling,585,552,Autumn,955.0,,0.6,19.5,5,4.0,27,209.0,214.0,,50.0,50.0,50,17,6,,20,,60,60,50,40,50,75,335,0,0,0,0,0,1,1,190,Medium Fast,1000000,
778,1789,Deerling,585,552,Winter,955.0,,0.6,19.5,5,4.0,27,209.0,214.0,,50.0,50.0,50,17,6,,20,,60,60,50,40,50,75,335,0,0,0,0,0,1,1,190,Medium Fast,1000000,
779,956,Sawsbuck,586,552,,,,1.9,92.5,5,4.0,27,209.0,214.0,,50.0,50.0,50,17,6,,20,955.0,80,100,70,60,70,95,475,0,2,0,0,0,0,2,75,Medium Fast,1000000,Level 34
780,1790,Sawsbuck,586,552,Summer,956.0,,1.9,92.5,5,4.0,27,209.0,214.0,,50.0,50.0,50,17,6,,20,1787.0,80,100,70,60,70,95,475,0,2,0,0,0,0,2,75,Medium Fast,1000000,Level 34
781,1791,Sawsbuck,586,552,Autumn,956.0,,1.9,92.5,5,4.0,27,209.0,214.0,,50.0,50.0,50,17,6,,20,1788.0,80,100,70,60,70,95,475,0,2,0,0,0,0,2,75,Medium Fast,1000000,Level 34
782,1792,Sawsbuck,586,552,Winter,956.0,,1.9,92.5,5,4.0,27,209.0,214.0,,50.0,50.0,50,17,6,,20,1789.0,80,100,70,60,70,95,475,0,2,0,0,0,0,2,75,Medium Fast,1000000,Level 34
783,957,Emolga,587,577,,,,0.4,5.0,3,16.0,240,,145.0,,50.0,50.0,50,17,6,,20,,55,75,60,75,60,103,428,0,0,0,0,0,2,2,200,Medium Fast,1000000,
784,958,Karrablast,588,119,,,,0.5,5.9,18,,255,218.0,154.0,,50.0,50.0,50,17,2,,15,,50,75,45,40,45,60,315,0,1,0,0,0,0,1,200,Medium Fast,1000000,
785,959,Escavalier,589,106,,,,1.0,33.0,18,11.0,255,220.0,159.0,,50.0,50.0,50,17,2,,15,958.0,70,135,105,60,105,20,495,0,2,0,0,0,0,2,75,Medium Fast,1000000,With Shelmet
786,961,Foongus,590,426,,,,0.2,1.0,4,7.0,60,,196.0,,50.0,50.0,50,17,8,,20,,69,55,45,55,55,15,294,1,0,0,0,0,0,1,190,Medium Fast,1000000,
787,962,Amoonguss,591,426,,,,0.6,10.5,4,7.0,60,,196.0,,50.0,50.0,50,17,8,,20,961.0,114,85,70,85,80,30,464,2,0,0,0,0,0,2,75,Medium Fast,1000000,Level 39
788,963,Frillish,592,237,,,,1.2,33.0,2,17.0,292,41.0,43.0,,50.0,50.0,50,17,1,,20,,55,40,50,65,85,40,335,0,0,0,0,1,0,1,190,Medium Fast,1000000,
789,964,Jellicent,593,237,,,,2.2,135.0,2,17.0,292,41.0,43.0,,50.0,50.0,50,17,1,,20,963.0,100,60,70,85,105,60,480,0,0,0,0,2,0,2,60,Medium Fast,1000000,Level 40
790,965,Alomomola,594,103,,,,1.2,31.6,2,,92,100.0,196.0,,50.0,50.0,50,17,13,14.0,40,,165,75,80,40,45,65,470,2,0,0,0,0,0,2,75,Fast,800000,
791,966,Joltik,595,23,,,,0.1,0.6,18,3.0,34,285.0,255.0,,50.0,50.0,50,17,2,,20,,50,47,50,57,50,65,319,0,0,0,0,0,1,1,190,Medium Fast,1000000,
792,967,Galvantula,596,200,,,,0.8,14.3,18,3.0,34,285.0,255.0,,50.0,50.0,50,17,2,,20,966.0,70,77,60,97,60,108,472,0,0,0,0,0,2,2,75,Medium Fast,1000000,Level 36
793,968,Ferroseed,597,647,,,,0.6,18.8,4,11.0,115,,,,50.0,50.0,50,17,8,10.0,20,,44,50,91,24,86,10,305,0,0,1,0,0,0,1,255,Medium Fast,1000000,
794,969,Ferrothorn,598,645,,,,1.0,110.0,4,11.0,115,,8.0,,50.0,50.0,50,17,8,10.0,20,968.0,74,94,131,54,116,20,489,0,0,2,0,0,0,2,90,Medium Fast,1000000,Level 40
795,970,Klink,599,262,,,,0.3,21.0,11,,168,140.0,28.0,,0.0,0.0,50,17,10,,20,,40,55,70,45,60,30,300,0,0,1,0,0,0,1,130,Medium Slow,1059860,
796,972,Klang,600,262,,,,0.6,51.0,11,,168,140.0,28.0,,0.0,0.0,50,17,10,,20,970.0,60,80,95,70,85,50,440,0,0,2,0,0,0,2,60,Medium Slow,1059860,Level 38
797,973,Klinklang,601,262,,,,0.6,81.0,11,,168,140.0,28.0,,0.0,0.0,50,17,10,,20,972.0,60,100,115,70,85,90,520,0,0,3,0,0,0,3,30,Medium Slow,1059860,Level 49
798,974,Tynamo,602,198,,,,0.2,0.3,3,,121,,,,50.0,50.0,50,17,1,,20,,35,55,40,45,40,60,275,0,0,0,0,0,1,1,190,Slow,1250000,
799,975,Eelektrik,603,198,,,,1.2,22.0,3,,121,,,,50.0,50.0,50,17,1,,20,974.0,65,85,70,75,70,40,405,0,2,0,0,0,0,2,60,Slow,1250000,Level 39
800,976,Eelektross,604,198,,,,2.1,80.5,3,,121,,,,50.0,50.0,50,17,1,,20,975.0,85,115,80,105,80,50,515,0,3,0,0,0,0,3,30,Slow,1250000,Thunder Stone
801,977,Elgyem,605,111,,,,0.5,9.0,9,,265,260.0,5.0,,50.0,50.0,50,17,9,,20,,55,55,55,85,55,30,335,0,0,0,1,0,0,1,255,Medium Fast,1000000,
802,978,Beheeyem,606,111,,,,1.0,34.5,9,,265,260.0,5.0,,50.0,50.0,50,17,9,,20,977.0,75,75,75,125,95,40,485,0,0,0,2,0,0,2,90,Medium Fast,1000000,Level 42
803,979,Litwick,607,98,,,,0.3,3.1,17,13.0,68,66.0,109.0,,50.0,50.0,50,17,1,,20,,50,30,55,65,55,20,275,0,0,0,1,0,0,1,190,Medium Slow,1059860,
804,980,Lampent,608,350,,,,0.6,13.0,17,13.0,68,66.0,109.0,,50.0,50.0,50,17,1,,20,979.0,60,40,60,95,60,55,370,0,0,0,2,0,0,2,90,Medium Slow,1059860,Level 41
805,981,Chandelure,609,385,,,,1.0,34.3,17,13.0,68,66.0,109.0,,50.0,50.0,50,17,1,,20,980.0,60,55,90,145,90,80,520,0,0,0,3,0,0,3,45,Medium Slow,1059860,Dusk Stone
806,983,Axew,610,679,,,,0.6,18.0,12,,198,143.0,285.0,,50.0,50.0,35,17,11,4.0,40,,46,87,60,30,40,57,320,0,1,0,0,0,0,1,75,Slow,1250000,
807,984,Fraxure,611,28,,,,1.0,36.0,12,,198,143.0,285.0,,50.0,50.0,35,17,11,4.0,40,983.0,66,117,70,40,50,67,410,0,2,0,0,0,0,2,60,Slow,1250000,Level 38
808,985,Haxorus,612,28,,,,1.8,105.5,12,,198,143.0,285.0,,50.0,50.0,35,17,11,4.0,40,984.0,76,147,90,60,70,97,540,0,3,0,0,0,0,3,45,Slow,1250000,Level 48
809,986,Cubchoo,613,116,,,,0.5,8.5,1,,228,226.0,192.0,,50.0,50.0,50,17,6,,20,,55,70,40,60,40,40,305,0,1,0,0,0,0,1,120,Medium Fast,1000000,
810,987,Beartic,614,251,,,,2.6,260.0,1,,228,226.0,257.0,,50.0,50.0,50,17,6,,20,986.0,95,130,80,70,80,50,505,0,2,0,0,0,0,2,60,Medium Fast,1000000,Level 37
811,988,Cryogonal,615,152,,,,1.1,148.0,1,,121,,,,0.0,0.0,50,17,10,,25,,80,50,50,95,135,105,515,0,0,0,0,2,0,2,25,Medium Fast,1000000,
812,989,Shelmet,616,582,,,,0.4,7.7,18,,100,220.0,159.0,,50.0,50.0,50,17,2,,15,,50,40,85,40,65,25,305,0,0,1,0,0,0,1,200,Medium Fast,1000000,
